policy_state,policy_deductible,policy_annual_premium,insured_age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,claim_amount,total_claim_amount,fraud_reported,claim_to_premium_ratio,high_claim_flag,night_incident,many_vehicles,no_police_report
3,1000,1354.12,46,2,1,6,1,0,0,1,0,6,1639,8,4,2,1,0,6979.45,10071.67,0,7.432308577838126,0,0,1,1
6,300,1289.87,32,0,2,0,5,3,1,1,0,7,9610,10,1,2,3,0,12056.04,17725.9,0,13.73174680641738,0,0,0,1
3,600,655.13,66,0,0,1,5,1,3,1,2,1,7802,12,3,1,3,0,9162.51,14790.21,0,22.54158474692515,0,0,1,1
1,300,1264.62,36,2,3,7,2,1,1,1,1,0,2393,0,4,0,4,1,2489.6,4208.5,0,3.3252477046822904,0,1,1,0
3,1000,759.53,19,0,0,4,4,0,3,1,1,5,7705,7,3,4,0,1,6974.14,6647.64,1,8.740799179519547,0,0,1,0
4,200,1445.96,26,0,0,0,3,2,3,0,2,9,6900,9,1,3,3,1,12758.39,17720.63,0,12.246800187980318,0,0,0,0
4,300,1435.24,62,1,1,4,5,2,1,1,1,9,15582,16,1,0,3,1,20812.42,21585.49,1,15.02916643457918,1,0,0,0
0,600,770.0,23,1,1,3,3,1,2,2,1,4,14656,16,2,0,2,1,14985.39,20110.42,0,26.08355382619974,1,0,0,0
0,700,667.43,68,0,0,7,1,3,2,0,1,3,7027,4,3,1,2,1,7864.2,9535.75,0,14.265891716410096,0,1,1,0
3,300,1488.86,31,1,1,7,0,0,2,1,1,2,16976,21,2,1,1,1,16692.55,23012.13,0,15.44583383673634,1,1,0,0
6,600,1291.17,37,0,0,1,2,2,2,2,1,7,8702,14,3,0,5,1,2562.35,5092.12,0,3.9407508299991485,0,0,1,0
5,700,1479.4,19,1,1,2,1,3,1,1,0,9,10840,14,2,0,3,0,23575.18,21912.66,0,14.801850851121317,1,0,0,1
4,300,717.54,49,0,0,4,4,0,0,1,2,5,6588,10,4,0,3,0,9086.88,11007.61,0,15.319411584602111,0,0,1,1
2,300,1286.42,71,0,0,7,1,0,2,0,2,8,9611,8,4,2,5,0,4008.82,5852.37,0,4.545812555343244,0,0,1,1
4,600,1467.14,32,0,2,3,1,0,2,2,2,9,4471,5,3,2,5,1,14350.32,21415.09,0,14.586544879916083,1,1,1,0
4,200,965.79,68,0,1,4,1,2,0,1,1,5,251,0,3,3,2,0,5200.66,4422.54,0,4.5744577415984855,0,1,1,1
7,1000,700.6,25,0,0,4,3,2,2,0,2,4,2906,23,1,3,4,1,3969.12,6715.33,0,9.571450969213226,0,1,0,0
4,700,974.24,58,2,1,4,3,0,3,1,0,0,6071,11,2,4,5,1,3771.86,7285.08,0,7.470038144456749,0,0,0,0
0,1000,647.92,67,0,3,3,0,0,1,0,2,8,5740,18,1,3,4,0,1743.08,2595.61,0,3.999892128459595,0,0,0,1
6,200,1381.88,23,0,2,6,4,1,3,1,0,0,13462,5,3,3,4,1,17923.95,15074.61,1,10.900880770565776,0,1,1,0
3,300,750.76,39,1,1,2,4,2,2,1,1,8,1522,11,4,1,4,0,7274.64,10159.74,0,13.514605725231457,0,0,1,1
8,1000,980.98,34,1,2,0,0,2,1,1,2,0,7723,6,1,0,3,1,1064.91,1524.98,0,1.5529644188272673,0,0,0,0
9,800,964.09,45,0,3,3,3,1,2,0,2,3,11976,0,4,2,2,1,4459.62,5006.08,0,5.187163891450538,0,1,1,0
7,600,1283.49,54,0,1,1,2,1,2,2,1,8,14914,18,2,3,5,0,18499.9,23681.16,0,18.436235393035368,1,0,0,1
8,700,1343.12,74,0,3,7,1,3,1,1,0,4,14678,8,1,0,3,1,11776.72,15983.35,0,11.89131178763801,0,0,0,0
4,1000,767.4,57,0,1,3,1,0,0,1,2,4,2725,22,3,1,1,1,3432.12,4886.66,0,6.3595262883914625,0,1,1,0
4,600,1178.25,49,2,1,6,5,0,2,2,1,7,17541,8,4,0,1,0,4989.12,8215.97,0,6.967114691541234,0,0,1,1
1,600,1340.59,40,2,1,3,3,2,0,0,1,3,10003,18,4,4,4,1,14523.35,14893.18,1,11.101141183222893,0,0,1,0
5,400,1216.76,70,1,3,2,3,2,2,1,2,0,15929,22,3,2,4,1,17490.48,15856.29,0,13.020866180528184,0,1,1,0
6,800,784.46,49,1,0,6,5,2,1,2,0,2,4783,0,1,2,4,1,15824.79,14764.84,0,18.79769816413312,0,1,0,0
4,400,924.55,62,2,0,6,0,0,1,2,1,5,14199,23,4,4,5,1,11318.41,9660.2,0,10.437253524931123,0,1,1,0
7,300,1183.41,60,0,3,7,4,2,3,2,0,7,443,1,3,0,5,1,7356.28,6637.97,0,5.604452849942165,0,1,1,0
7,600,1044.53,55,0,0,6,0,2,1,0,2,5,3278,11,3,0,2,1,12701.01,14707.7,0,14.067219496332005,0,0,1,0
3,300,1337.7,31,0,1,0,4,2,2,1,1,3,13105,7,2,2,5,0,6672.97,11671.03,0,8.718181818181819,0,0,0,1
4,400,1267.37,69,2,3,1,4,0,1,0,1,4,1985,13,2,1,0,0,7292.49,7391.73,0,5.827739539724213,0,0,0,1
6,1000,1340.7,58,0,0,0,1,2,0,2,1,9,454,9,1,2,1,1,17371.3,19756.67,0,14.725102481925912,1,0,0,0
2,300,1419.1,37,0,1,3,5,3,3,2,0,5,9892,17,4,2,4,0,11895.91,23583.25,0,16.606753045560172,1,0,1,1
2,500,637.31,71,1,3,7,0,0,3,0,1,6,15473,2,4,2,0,0,7147.14,12162.16,0,19.053688646582383,0,1,1,1
1,600,607.64,31,2,3,7,4,2,0,2,1,3,7838,11,2,3,3,1,570.94,692.39,0,1.1376018664563616,0,0,0,0
6,1000,1145.36,26,1,3,5,1,0,1,2,0,6,3872,17,4,4,0,0,10355.63,11714.05,1,10.218474126801354,0,0,1,1
4,1000,1015.04,26,0,3,0,2,0,1,1,1,3,5361,17,2,3,1,0,9822.87,17222.5,0,16.950612180622812,0,0,0,1
8,700,1311.82,18,0,2,2,3,3,2,0,2,1,5296,14,3,1,1,1,11372.8,19855.2,0,15.124084032845326,1,0,1,0
2,500,673.27,58,0,3,6,0,3,0,2,1,0,2755,19,2,1,0,1,13079.16,19283.01,0,28.59835080902309,1,0,0,0
0,700,870.02,74,1,2,0,5,1,2,2,2,4,8930,23,4,0,3,0,5892.17,10825.04,1,12.428003949392668,0,1,1,1
2,200,1255.59,37,2,3,3,5,1,0,0,1,8,15557,23,2,3,0,0,16075.58,22630.14,0,18.00916766805402,1,1,0,1
5,800,621.25,60,2,3,7,1,2,2,2,1,7,15601,2,1,3,4,0,20514.62,21301.94,0,34.2337324226597,1,1,0,1
3,500,1399.93,60,1,1,3,2,2,3,0,1,3,7096,22,3,1,4,0,4605.45,5370.59,0,3.833589115801646,0,1,1,1
5,600,932.79,48,2,2,7,5,2,2,2,1,1,13040,21,2,3,4,0,19524.77,22651.98,0,24.258109425031325,1,1,0,1
9,800,1164.2,20,0,3,5,0,1,0,1,1,5,17488,4,4,4,5,1,20703.92,22569.68,0,19.369790593889462,1,1,1,0
2,1000,884.66,34,0,1,1,4,3,1,0,1,5,9460,12,3,1,4,1,10477.86,11614.85,1,13.114344104961273,0,0,1,0
4,1000,1339.49,52,1,3,7,5,2,0,1,0,1,11128,1,1,4,3,0,19683.36,17536.24,0,13.081962565927386,0,1,0,1
8,300,898.09,49,2,1,4,2,1,1,1,2,5,15607,21,4,0,0,0,7970.22,15377.7,0,17.103627000633974,0,1,1,1
4,400,1287.53,26,1,1,1,3,1,3,2,2,1,6526,15,4,1,4,1,10071.76,12110.47,1,9.398671354178793,0,0,1,0
0,400,1136.2,47,1,1,0,0,1,2,2,1,1,15476,5,2,1,2,0,20448.97,20194.75,0,17.75830988392543,1,1,0,1
0,800,1438.26,28,2,1,4,1,1,2,1,0,2,1064,16,4,1,4,0,10274.61,15317.12,0,10.642357878354154,0,0,1,1
0,200,1490.42,55,2,2,3,6,2,0,2,1,7,6255,15,3,3,2,0,8348.33,6963.02,0,4.668718402596183,0,0,1,1
5,400,1491.9,46,0,3,7,1,1,2,0,1,7,8580,15,4,3,0,0,8908.84,8916.83,1,5.972824703597025,0,0,1,1
6,300,1394.41,62,1,3,7,5,2,3,2,2,7,3733,16,1,4,4,1,1720.8,2677.03,0,1.9184540744297376,0,0,0,0
8,200,620.95,23,0,0,6,3,2,1,0,2,2,6736,0,3,0,4,1,7894.12,7322.43,1,11.773341908513546,0,1,1,0
8,200,681.79,52,0,3,1,1,1,0,0,2,7,15591,1,4,0,2,1,1118.28,1804.31,0,2.642554811874808,0,1,1,0
0,600,777.91,38,2,0,1,6,0,3,0,1,9,1715,12,3,4,4,0,2327.88,3452.14,0,4.432013968237666,0,0,1,1
2,200,1051.6,19,1,3,1,5,0,2,1,2,3,8176,10,4,2,0,0,2080.32,2342.15,0,2.2251092532775987,0,0,1,1
6,700,1237.73,44,2,3,6,1,2,2,1,1,2,15061,2,1,2,2,0,20822.5,20944.23,1,16.907824949746917,1,1,0,1
2,400,1350.02,46,2,2,1,3,2,2,0,1,7,15693,1,1,0,5,1,13841.87,13081.6,0,9.68275821231366,0,1,0,0
6,700,960.58,34,2,1,3,0,3,3,1,0,7,11703,4,4,2,3,1,5509.44,6217.39,0,6.465806277168826,0,1,1,0
1,700,1021.58,36,2,0,4,6,1,3,2,1,4,14758,7,4,4,2,1,18758.56,21202.33,0,20.734152829118504,1,0,1,0
1,600,1368.62,35,2,3,7,5,3,1,0,2,1,14426,8,1,3,2,0,22704.97,19738.32,0,14.41153020545845,1,0,0,1
4,500,1095.23,59,0,1,4,4,0,0,2,2,6,15394,15,1,1,0,0,4828.64,4578.96,1,4.177006650064311,0,0,0,1
7,400,903.01,18,1,2,7,6,2,1,0,1,3,15757,16,1,2,3,0,3492.79,5602.19,0,6.197044280483623,0,0,0,1
5,1000,914.55,32,0,3,4,3,3,3,2,2,5,5293,23,3,0,4,1,12153.97,11748.75,0,12.832450439626454,0,1,1,0
0,400,1012.81,33,1,0,3,0,1,3,0,2,5,164,3,4,0,3,0,3596.19,6729.39,0,6.637723044751976,0,1,1,1
5,800,1442.7,20,2,0,7,0,2,2,2,1,0,7439,13,2,0,4,0,8977.27,14861.07,0,10.293738311283507,0,0,0,1
2,200,1266.86,34,1,3,7,4,3,1,0,2,4,9052,6,3,4,5,0,3515.45,5099.19,0,4.0218872746202265,0,0,1,1
5,200,944.33,43,1,3,5,1,2,0,1,1,3,2064,16,3,3,3,1,2357.7,2227.85,1,2.35669025631261,0,0,1,0
6,1000,1102.07,26,1,1,3,4,1,0,1,1,0,13748,4,2,2,3,0,8077.69,14808.0,0,13.424352035682233,0,1,0,1
1,300,1229.32,30,1,1,7,3,0,3,0,1,3,14989,3,3,2,3,0,10636.56,10882.7,0,8.845422329150141,0,1,1,1
3,400,1451.02,42,2,2,1,6,3,3,2,2,5,14413,17,1,0,5,0,3935.15,3859.35,0,2.657917935014669,0,0,0,1
0,1000,806.13,32,2,3,1,3,1,3,2,0,6,13144,17,4,3,4,0,15297.87,23114.05,0,28.637332276089353,1,0,1,1
7,300,1412.35,34,2,3,7,6,3,2,2,1,2,9898,6,4,2,5,0,18492.33,16185.36,0,11.45177061591255,0,0,1,1
8,1000,1027.3,53,2,3,5,2,2,0,1,2,9,3246,7,2,0,3,0,5940.92,8978.33,0,8.731236020616551,0,0,0,1
7,700,1408.54,41,1,3,6,5,3,1,1,1,0,2553,2,4,3,1,0,2823.25,3628.25,0,2.574066716801226,0,1,1,1
0,1000,689.95,65,0,0,1,0,0,3,1,1,4,16924,0,2,2,3,0,27052.85,24237.44,0,35.07842825095882,1,1,0,1
2,500,959.28,71,0,1,3,0,0,0,0,2,7,6322,23,4,2,0,0,13464.94,18508.96,0,19.274544924397052,0,1,1,1
0,1000,741.43,60,0,1,0,0,0,2,2,1,5,2513,2,2,1,5,1,4324.54,4761.97,0,6.414032299341353,0,1,0,0
9,800,1478.17,44,2,2,1,4,1,0,0,1,7,2294,5,3,3,3,0,11678.89,13718.6,0,9.274525578533908,0,1,1,1
2,800,1088.17,44,2,0,6,3,1,2,1,2,4,16962,23,1,0,3,0,12073.46,11864.62,0,10.893267350367712,0,1,0,1
2,800,1053.64,30,0,1,6,3,2,2,0,1,2,11305,3,4,4,4,1,15726.31,24445.11,0,23.178629674580897,1,1,1,0
7,1000,1330.09,26,0,1,6,2,1,2,2,2,4,1342,1,4,4,4,1,18504.96,17534.1,0,13.172738131906932,0,1,1,0
8,400,632.3,44,0,2,3,0,0,2,0,1,9,9419,22,4,0,5,0,20232.51,17453.3,0,27.55929259434707,0,1,1,1
2,200,1407.72,32,0,1,0,0,1,2,0,0,7,2522,13,3,0,2,0,29113.34,24626.13,0,17.481209892668524,1,0,1,1
3,300,1374.55,52,0,3,1,2,0,3,2,0,7,15933,7,4,4,3,0,17323.42,19246.85,0,13.992112246010686,1,0,1,1
4,400,1198.24,60,2,0,4,3,0,3,0,0,3,17626,9,3,4,4,0,1587.29,1387.47,0,1.156957739901938,0,0,1,1
3,800,1135.97,59,1,0,7,5,1,1,1,2,6,6290,7,1,0,2,0,12440.77,15095.71,0,13.277140118033017,0,0,0,1
2,300,882.07,61,2,1,3,0,3,3,2,2,3,5470,16,3,2,3,1,10949.45,10770.27,0,12.196394396820184,0,0,1,0
8,300,758.72,43,2,2,3,3,2,1,2,0,2,9229,14,3,3,2,0,7021.67,9257.95,0,12.186002737850787,0,0,1,1
5,400,1498.32,63,1,1,0,0,0,1,2,1,7,15354,23,2,0,5,1,10997.21,19545.37,0,13.036156390897206,1,1,0,0
1,400,935.8,42,1,3,5,3,0,2,2,1,3,4657,22,3,4,1,0,7049.67,9149.65,0,9.766919299743808,0,1,1,1
4,400,1234.83,40,0,1,4,2,2,1,0,0,4,6848,22,1,2,1,1,22137.31,22519.13,0,18.22186708527872,1,1,0,0
5,800,889.85,37,1,3,0,5,3,3,1,1,9,3623,16,3,4,2,1,6172.19,8941.73,0,10.037301453667844,0,0,1,0
8,1000,1261.99,61,2,1,4,1,0,0,2,1,7,6384,11,2,3,4,0,11286.62,15786.16,0,12.499037997133785,0,0,0,1
0,200,907.32,36,1,1,6,3,0,0,2,1,3,16411,11,3,3,1,0,18527.73,15960.15,1,17.571065263343314,0,0,1,1
7,1000,692.12,22,0,3,4,0,0,3,1,2,9,16763,6,1,2,2,0,5871.75,8926.74,0,12.879068559556787,0,0,0,1
8,600,1383.76,56,2,3,3,1,2,1,1,1,6,7080,9,1,3,0,1,6897.12,12544.66,0,9.05908605101245,0,0,0,0
5,200,1019.63,59,2,1,5,4,2,1,0,1,4,13016,18,2,4,2,0,10264.91,12593.56,0,12.339006300030373,0,0,0,1
2,1000,1345.52,71,2,1,7,2,1,2,1,1,1,13029,23,3,3,4,1,4406.22,4801.12,0,3.5655764489201793,0,1,1,0
4,300,1000.98,61,0,3,2,4,1,2,1,2,8,13307,19,3,0,2,0,17650.85,21341.24,0,21.299067845665583,1,0,1,1
6,800,835.53,73,0,1,5,4,1,3,0,1,2,6030,22,2,2,1,1,2733.16,2475.03,0,2.9586864786678304,0,1,0,0
1,400,720.29,66,0,2,7,5,0,2,0,2,7,239,7,4,2,1,1,6582.85,6626.25,0,9.186665557542737,0,0,1,0
0,200,872.78,20,1,1,0,5,0,3,2,1,1,9737,0,3,2,2,1,9201.77,14941.45,0,17.099784842866626,0,1,1,0
0,600,1072.62,22,2,0,0,6,0,2,0,0,6,446,19,1,0,2,0,6072.12,10831.13,0,10.08842048397012,0,0,0,1
7,400,604.83,22,1,2,5,0,0,3,0,1,6,4565,4,3,0,3,1,12979.69,12713.05,0,20.98451710875988,0,1,1,0
3,800,870.74,61,1,2,0,4,1,1,1,1,4,11696,12,1,2,1,0,21361.09,20952.31,0,24.03504485282309,1,0,0,1
0,500,655.3,40,1,1,2,6,0,1,0,0,6,17265,9,3,4,4,0,6263.69,10690.86,0,16.289593173853422,0,0,1,1
8,600,631.64,42,1,3,4,4,0,0,1,0,2,14562,3,1,3,0,0,12313.41,15550.35,0,24.580092943854325,0,1,0,1
4,200,770.73,63,0,3,6,4,2,1,0,1,3,13670,14,4,3,3,1,5697.75,7193.73,0,9.321563241029892,0,0,1,0
9,600,1060.56,58,0,0,5,2,1,1,2,1,8,7502,12,1,4,3,0,19704.7,21385.97,0,20.145794867930217,1,0,0,1
7,700,1407.8,20,1,2,4,6,2,3,2,2,7,9559,3,2,2,4,0,10559.1,17591.22,0,12.486669505962523,0,1,0,1
1,1000,1395.62,74,1,2,0,6,2,0,0,1,0,10905,15,1,0,2,1,15883.72,14528.81,0,10.402836848963927,0,0,0,0
7,600,1353.24,66,2,3,0,3,2,0,2,1,1,7542,19,3,0,3,0,17511.27,20732.9,1,15.309620155954633,1,0,1,1
5,400,864.25,52,0,0,2,2,3,3,0,0,1,11542,14,2,2,4,0,26041.46,21811.76,0,25.208621785611093,1,0,0,1
0,700,971.77,42,2,1,7,6,1,0,0,1,8,336,10,2,2,3,1,4844.3,5011.09,0,5.151361575706488,0,0,0,0
4,300,900.11,73,1,1,1,6,1,2,1,1,0,15517,6,3,0,4,0,2976.38,5540.18,0,6.14817280909101,0,0,1,1
4,300,1469.66,54,1,0,7,0,2,0,1,0,3,14267,22,4,2,1,1,17392.53,24419.57,0,16.604497300531733,1,1,1,0
6,800,1044.06,23,2,1,4,3,0,1,1,1,6,16292,12,4,2,5,0,17054.78,22414.4,0,21.4479551413316,1,0,1,1
1,400,1279.33,49,2,2,2,4,2,3,1,1,5,8189,19,4,3,5,1,3349.07,2986.09,1,2.3322815211703234,0,0,1,0
6,300,1087.53,45,2,0,2,3,0,2,1,2,4,9141,1,4,2,1,0,13858.6,19079.75,0,17.52799647230669,1,1,1,1
6,800,1205.53,31,2,0,1,0,2,3,2,1,1,1422,16,2,1,0,1,9263.49,9324.98,1,7.728759334620772,0,0,0,0
1,700,609.98,44,0,0,5,0,0,0,0,1,6,10643,18,3,2,5,1,2522.4,2227.55,0,3.6458640217355724,0,0,1,0
8,500,1400.55,25,0,1,1,2,2,2,2,1,6,3660,21,4,0,3,0,23605.86,19789.21,0,14.119517676857765,1,1,1,1
6,500,1356.14,49,0,3,4,5,3,3,2,1,8,14068,10,4,2,3,0,15533.74,20309.99,0,14.965287295341675,1,0,1,1
2,300,676.41,21,1,0,2,1,0,2,2,2,9,10477,13,4,2,3,0,18098.86,22958.71,0,33.8918970785787,1,0,1,1
8,1000,616.45,47,0,0,6,2,0,0,0,0,6,2018,17,4,3,4,0,12122.76,20433.94,0,33.09408049234755,1,0,1,1
3,500,993.19,41,0,3,6,5,2,1,2,0,7,9052,0,4,3,2,1,10199.58,10910.02,0,10.973777648135668,0,1,1,0
2,800,894.19,64,2,0,7,3,2,3,1,1,2,9374,7,2,2,2,0,3632.0,6008.4,0,6.711871222868887,0,0,0,1
8,1000,1385.9,24,2,1,7,0,3,2,1,0,4,7919,2,1,3,4,1,4366.19,5341.42,0,3.8513375153219407,0,1,0,0
4,600,1108.11,69,2,3,2,5,3,1,2,2,9,13427,20,2,0,0,0,19251.06,20059.58,0,18.086195237622963,1,1,0,1
8,500,799.9,52,1,2,1,0,3,0,0,1,5,3650,8,3,2,0,1,12121.93,14498.38,0,18.10260956424023,0,0,1,0
2,600,845.52,64,2,1,3,2,3,1,0,0,7,2245,23,3,2,2,0,9125.52,7681.81,0,9.074575910787695,0,1,1,1
4,400,1128.13,71,2,2,0,3,0,0,2,1,1,10499,3,3,0,2,0,7919.99,8039.24,0,7.119853338410988,0,1,1,1
2,300,903.8,46,1,1,0,0,1,1,2,2,6,15272,3,3,2,4,1,2419.87,2357.19,0,2.6052055702917776,0,1,1,0
8,600,1429.19,40,0,2,3,6,2,3,0,1,6,17430,4,4,4,4,1,6123.63,11665.15,0,8.15636383976954,0,1,1,0
6,600,952.57,39,2,0,6,5,0,1,1,0,8,5479,6,2,4,3,1,14430.52,20281.08,0,21.268580177648207,1,0,0,0
9,500,818.82,46,0,2,7,2,2,3,0,1,4,5948,18,3,4,5,1,12539.26,10536.92,0,12.852723768632139,0,0,1,0
2,800,932.07,33,0,1,2,5,3,0,2,2,2,17282,12,3,0,2,1,1716.77,1766.15,0,1.8928376220433623,0,0,1,0
0,500,1424.89,74,1,0,5,4,2,3,2,1,8,1568,15,3,4,0,0,13071.67,17700.88,0,12.413916922062711,0,0,1,1
5,700,1182.31,36,2,2,0,1,1,3,1,0,6,13459,18,2,0,3,1,7176.17,7200.04,0,6.084660824297944,0,0,0,0
1,400,1179.26,70,0,3,6,5,1,1,1,2,4,9144,4,1,3,2,1,17571.94,15034.05,0,12.737913680036602,0,1,0,0
3,200,1448.85,28,2,1,1,1,1,1,1,1,4,9875,10,2,0,5,1,3544.05,5043.51,0,3.4786426182018833,0,0,0,0
7,300,1073.58,72,2,0,5,1,2,3,2,0,9,7709,8,1,0,3,0,3224.37,2906.14,0,2.7044426659718215,0,0,0,1
5,600,956.11,52,0,0,1,2,0,2,1,1,8,2567,23,2,0,4,1,24975.39,24012.29,0,25.088328405303468,1,1,0,0
2,300,661.33,65,0,0,2,4,2,1,0,0,8,15996,3,3,3,1,0,17604.13,19571.73,0,29.54981655670134,1,1,1,1
5,600,1291.19,28,2,3,1,2,3,2,2,2,3,15545,12,1,1,3,0,13686.55,13657.68,0,10.569405427994335,0,0,0,1
2,800,1256.32,26,1,0,1,6,2,3,1,1,2,6121,7,2,0,2,0,11184.27,16508.04,0,13.129545382241595,0,0,0,1
2,700,989.71,66,1,0,5,5,3,3,1,1,0,2256,2,2,4,2,1,11777.18,19464.81,0,19.647333730354998,1,1,0,0
7,600,693.68,55,1,2,4,1,2,0,0,1,8,8282,22,4,0,1,0,6778.6,13236.28,0,19.053780157770486,0,1,1,1
9,700,1372.37,41,0,1,4,4,0,2,2,1,3,6164,20,3,2,0,0,11779.71,15702.92,0,11.433859775588516,0,1,1,1
4,700,1388.03,62,2,3,6,2,0,3,2,2,3,9723,4,1,1,2,1,14742.86,24815.4,0,17.865272888274554,1,1,0,0
2,600,1099.48,71,2,0,0,2,1,0,2,1,1,6192,6,2,4,2,0,4266.8,6547.17,0,5.949376635649898,0,0,0,1
5,500,604.03,73,2,1,5,4,3,3,1,1,5,4528,2,4,4,5,0,1580.08,3086.96,0,5.102160223459994,0,1,1,1
3,700,1206.05,64,1,3,3,6,1,2,2,0,2,15740,8,3,0,5,0,18196.14,17437.62,0,14.446476947930906,0,0,1,1
9,800,847.87,31,0,2,6,3,2,1,1,1,1,4684,8,4,1,2,0,10000.78,9277.26,0,10.9289526075842,0,0,1,1
4,500,1089.9,42,0,1,5,6,0,1,0,1,5,1037,14,2,4,2,0,827.72,823.49,0,0.7548721239343661,0,0,0,1
2,700,1284.21,31,1,2,7,6,0,0,1,1,0,1060,0,2,3,2,1,535.1,529.81,0,0.4122361326164595,0,1,0,0
8,200,952.87,42,2,1,0,4,3,1,1,1,9,3247,21,2,2,0,1,3756.64,5080.29,0,5.3259773344376065,0,1,0,0
4,800,1282.41,25,2,0,1,0,3,1,1,2,5,12970,14,4,2,2,0,12874.38,18594.16,0,14.488090321876873,0,0,1,1
6,1000,789.71,48,2,1,6,0,3,0,2,1,4,9803,19,1,2,5,0,5873.73,6124.13,0,7.745102502813927,0,0,0,1
2,500,1059.84,48,1,1,4,2,0,2,2,2,8,370,20,3,4,3,0,8158.28,12601.97,0,11.879237208250066,0,1,1,1
1,300,781.86,52,1,0,5,3,0,1,0,0,6,17008,3,1,4,0,0,7449.99,8519.79,0,10.882903712030249,0,1,0,1
2,200,791.99,57,2,1,3,6,3,0,0,1,0,1549,21,2,0,2,0,2741.75,3270.79,0,4.124629566577132,0,1,0,1
7,1000,1069.69,59,1,1,7,0,3,2,0,1,4,4584,12,3,1,4,0,11232.32,9922.18,1,9.267089446992127,0,0,1,1
6,600,748.19,52,2,1,7,4,0,0,0,2,9,8818,22,4,2,4,1,10709.2,19160.62,0,25.57511445694683,1,1,1,0
6,400,1128.44,34,2,0,6,0,3,2,0,2,9,7400,20,3,4,4,1,18212.74,17032.7,0,15.080659441847287,0,1,1,0
1,200,740.61,43,2,3,3,3,0,0,2,1,0,12856,9,3,4,4,1,5877.16,9055.84,0,12.211054327746389,0,0,1,0
8,300,701.01,39,2,0,3,6,2,3,2,1,2,13838,3,2,1,5,0,20349.81,17652.3,0,25.14536829959687,0,1,0,1
4,500,855.15,38,1,0,3,5,0,3,1,0,4,11167,11,2,0,2,1,6932.56,11536.99,1,13.475430707235882,0,0,0,0
8,600,642.13,58,1,3,6,2,2,2,0,0,6,1562,9,4,3,5,0,2065.03,2351.85,0,3.6568811904280625,0,0,1,1
7,200,1423.54,47,1,0,2,2,1,2,0,0,0,15332,0,4,3,5,1,11174.65,11592.85,0,8.137960324034426,0,1,1,0
3,800,638.47,73,1,3,4,6,0,0,0,1,1,12540,5,1,1,0,1,25524.44,24884.82,1,38.914757533582495,1,1,0,0
2,1000,1068.45,19,2,3,6,2,3,1,0,0,7,14740,10,3,4,1,0,730.95,1275.76,0,1.1929122446117162,0,0,1,1
7,200,826.65,23,2,3,3,3,1,0,1,1,5,14548,16,1,0,5,0,1317.18,1313.38,0,1.5868785114480761,0,0,0,1
1,200,1017.64,39,0,0,6,3,2,2,1,2,9,10163,3,3,0,2,0,18385.96,18186.91,0,17.854109400769655,0,1,1,1
1,400,1397.34,33,2,0,0,0,0,1,2,0,6,16881,12,1,1,0,0,4408.11,6001.69,0,4.292010526767453,0,0,0,1
8,500,1232.82,72,2,1,0,4,1,2,1,2,9,16268,8,1,1,4,0,17347.71,15980.39,0,12.951962198699972,0,0,0,1
3,700,820.1,29,1,3,6,3,3,1,0,2,8,10893,22,1,4,3,1,5311.0,5403.99,0,6.5814029959810005,0,1,0,0
6,500,1164.88,52,2,1,5,6,1,3,2,0,2,17791,19,1,2,2,0,7924.64,14819.84,0,12.71129104195972,0,0,0,1
5,600,868.65,37,2,1,4,5,3,2,1,0,7,15800,10,3,1,2,1,4356.7,7526.59,0,8.654734663370322,0,0,1,0
9,300,1315.48,28,2,1,5,3,3,3,0,0,7,6261,19,3,1,4,0,15490.15,23649.58,0,17.964253159941663,1,0,1,1
0,300,747.95,28,0,2,1,0,2,0,0,1,1,6953,11,2,0,0,1,13031.24,12577.05,1,16.792910074103744,0,0,0,0
5,1000,1278.55,18,2,1,5,5,3,0,2,0,2,16039,12,3,3,2,0,29719.87,24810.01,0,19.389636981751398,1,0,1,1
4,700,906.26,46,2,3,6,6,1,1,1,2,2,16144,1,2,1,1,0,22775.89,20611.99,0,22.718944955139655,1,1,0,1
3,700,821.37,74,2,0,0,6,3,1,0,1,7,9494,8,3,2,2,0,11519.35,11678.77,0,14.201357053394458,0,0,1,1
8,1000,1148.86,52,0,0,0,0,2,1,1,1,0,9213,12,1,2,1,1,10804.92,20407.68,0,17.747969318003932,1,0,0,0
8,700,1098.28,63,2,3,7,0,3,3,1,1,8,16717,8,3,3,3,1,1139.79,1216.91,0,1.1070064041918348,0,0,1,0
6,200,836.54,72,2,1,0,4,0,3,1,1,1,2914,17,4,3,5,0,775.91,913.85,0,1.0911120662893714,0,0,1,1
8,400,615.94,66,0,3,3,0,2,0,1,1,2,14960,21,3,4,3,0,12247.83,11914.61,1,19.312429085486432,0,1,1,1
9,700,856.23,43,2,2,4,2,2,3,1,2,5,11518,14,4,3,5,0,21223.88,22445.81,0,26.18411628151138,1,0,1,1
1,700,782.02,66,1,3,4,2,2,3,1,2,8,1413,23,1,1,4,1,1699.62,1477.05,0,1.8863502847947689,0,1,0,0
